"NYA.Open","NYA.High","NYA.Low","NYA.Close","NYA.Volume","NYA.Adjusted","Date"
538.309998,538.309998,538.309998,538.309998,0,538.309998,"1966-02-11"
537.780029,537.780029,537.780029,537.780029,0,537.780029,"1966-02-14"
535.450012,535.450012,535.450012,535.450012,0,535.450012,"1966-02-15"
535.349976,535.349976,535.349976,535.349976,0,535.349976,"1966-02-16"
532.48999,532.48999,532.48999,532.48999,0,532.48999,"1966-02-17"
531.440002,531.440002,531.440002,531.440002,0,531.440002,"1966-02-18"
528.26001,528.26001,528.26001,528.26001,0,528.26001,"1966-02-21"
525.940002,525.940002,525.940002,525.940002,0,525.940002,"1966-02-23"
522.450012,522.450012,522.450012,522.450012,0,522.450012,"1966-02-24"
523.929993,523.929993,523.929993,523.929993,0,523.929993,"1966-02-25"
524.559998,524.559998,524.559998,524.559998,0,524.559998,"1966-02-28"
517.900024,517.900024,517.900024,517.900024,0,517.900024,"1966-03-01"
512.830017,512.830017,512.830017,512.830017,0,512.830017,"1966-03-02"
514.940002,514.940002,514.940002,514.940002,0,514.940002,"1966-03-03"
513.349976,513.349976,513.349976,513.349976,0,513.349976,"1966-03-04"
506.380005,506.380005,506.380005,506.380005,0,506.380005,"1966-03-07"
